pupyear,sitedate,sitecode,region,lat,longit,brand,adjsex
2005,6/7/2005,SMI,8,34.03,-120.44,5008,F
2005,6/7/2005,SMI,8,34.03,-120.44,5037,F
2005,6/7/2005,SMI,8,34.03,-120.44,5081,F
2005,6/7/2005,SMI,8,34.03,-120.44,5115,F
2005,6/7/2005,SMI,8,34.03,-120.44,5140,F
2005,6/7/2005,SMI,8,34.03,-120.44,5195,F
2005,6/7/2005,SMI,8,34.03,-120.44,5234,F
2005,6/7/2005,SMI,8,34.03,-120.44,5260,F
2005,6/7/2005,SMI,8,34.03,-120.44,5347,F
2005,6/7/2005,SMI,8,34.03,-120.44,5374,F
2005,6/7/2005,SMI,8,34.03,-120.44,5389,F
2005,6/7/2005,SMI,8,34.03,-120.44,5417,F
2005,6/7/2005,SMI,8,34.03,-120.44,5562,F
2005,6/7/2005,SMI,8,34.03,-120.44,5586,F
2005,6/7/2005,SMI,8,34.03,-120.44,5697,F
2005,6/7/2005,SMI,8,34.03,-120.44,5770,F
2005,6/7/2005,SMI,8,34.03,-120.44,5772,F
2005,6/7/2005,SMI,8,34.03,-120.44,5911,F
2005,6/7/2005,SMI,8,34.03,-120.44,6133,F
2005,6/7/2005,SMI,8,34.03,-120.44,6239,M
2005,6/7/2005,SMI,8,34.03,-120.44,6405,F
2005,6/7/2005,SMI,8,34.03,-120.44,7240,F
2005,6/7/2005,SMI,8,34.03,-120.44,8083,F
2005,6/8/2005,SMI,8,34.03,-120.44,555,F
2005,6/8/2005,SMI,8,34.03,-120.44,707,F
2005,6/8/2005,SMI,8,34.03,-120.44,972,F
2005,6/8/2005,SMI,8,34.03,-120.44,1086,F
2005,6/8/2005,SMI,8,34.03,-120.44,1109,F
2005,6/8/2005,SMI,8,34.03,-120.44,1126,F
2005,6/8/2005,SMI,8,34.03,-120.44,1268,F
2005,6/8/2005,SMI,8,34.03,-120.44,1362,F
2005,6/8/2005,SMI,8,34.03,-120.44,1644,F
2005,6/8/2005,SMI,8,34.03,-120.44,2138,F
2005,6/8/2005,SMI,8,34.03,-120.44,2166,F
2005,6/8/2005,SMI,8,34.03,-120.44,2224,F
2005,6/8/2005,SMI,8,34.03,-120.44,2231,F
2005,6/8/2005,SMI,8,34.03,-120.44,2258,F
2005,6/8/2005,SMI,8,34.03,-120.44,2263,F
2005,6/8/2005,SMI,8,34.03,-120.44,2268,F
2005,6/8/2005,SMI,8,34.03,-120.44,2358,F
2005,6/8/2005,SMI,8,34.03,-120.44,2369,F
