pupyear,sitedate,sitecode,region,lat,longit,brand,adjsex,code,withpup
2004,5/23/2004,SMI,8,34.03,120.44,2849,F,SCV,
2004,7/8/2004,SMI,8,34.03,120.44,2849,F,OTH,Y
2005,6/18/2005,SMI,8,34.03,120.44,2849,F,WAC,
2005,6/20/2005,SMI,8,34.03,120.44,2849,F,WAC,
2005,6/22/2005,SMI,8,34.03,120.44,2849,F,SCV,
2006,6/13/2006,SMI,8,34.03,120.44,2849,F,SCV,Y
2006,6/16/2006,SMI,8,34.03,120.44,2849,F,WAC,Y
2007,6/28/2007,SMI,8,34.03,120.44,2849,F,SCV,
2007,7/6/2007,SMI,8,34.03,120.44,2849,F,ECK,
2007,7/13/2007,SMI,8,34.03,120.44,2849,F,ECK,
2008,7/3/2008,SMI,8,34.03,120.44,2849,F,WAC,
2008,7/9/2008,SMI,8,34.03,120.44,2849,F,EAC,
2008,7/12/2008,SMI,8,34.03,120.44,2849,F,WAC,
96,7/14/1996,ANI,9,37.18,122.4,2850,F,,
96,8/5/1996,FAR,10,37.72,123.02,2850,F,MF,
98,6/17/1998,SMI,8,34.03,120.44,2850,F,WJR,Y
97,6/24/1997,SMI,8,34.03,120.44,2850,F,WTB,
98,6/29/1998,SMI,8,34.03,120.44,2850,F,WJR,
99,6/4/1999,SMI,8,34.03,120.44,2850,F,EAC,
2000,6/2/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,5/25/2000,SMI,8,34.03,120.44,2850,F,WAC,
2000,6/3/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,6/3/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,6/12/2000,SMI,8,34.03,120.44,2850,F,EACS,Y
2000,6/10/2000,SMI,8,34.03,120.44,2850,F,LTC,
2000,6/11/2000,SMI,8,34.03,120.44,2850,F,EACS,Y
2000,6/4/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,6/13/2000,SMI,8,34.03,120.44,2850,F,EACS,Y
2000,6/19/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,6/14/2000,SMI,8,34.03,120.44,2850,F,EACS,Y
2000,6/16/2000,SMI,8,34.03,120.44,2850,F,EACS,Y
2000,6/18/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,7/1/2000,SMI,8,34.03,120.44,2850,F,EACS,Y
2000,6/23/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,7/2/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,7/10/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,7/9/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,7/9/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,7/15/2000,SMI,8,34.03,120.44,2850,F,EACS,
2000,8/4/2000,ANI,9,37.18,122.4,2850,F,17,
2000,8/8/2000,ANI,9,37.18,122.4,2850,F,4,
2001,6/10/2001,SMI,8,34.03,120.44,2850,F,EACS,
2001,6/11/2001,SMI,8,34.03,120.44,2850,F,EACS,Y
2001,6/12/2001,SMI,8,34.03,120.44,2850,F,EACS,
2001,6/13/2001,SMI,8,34.03,120.44,2850,F,EACS,Y
2001,6/14/2001,SMI,8,34.03,120.44,2850,F,EACS,Y
2001,6/15/2001,SMI,8,34.03,120.44,2850,F,EACS,Y
2001,6/16/2001,SMI,8,34.03,120.44,2850,F,EACS,
2001,6/17/2001,SMI,8,34.03,120.44,2850,F,EACS,Y
2001,7/1/2001,SMI,8,34.03,120.44,2850,F,EACS,
2001,6/21/2001,SMI,8,34.03,120.44,2850,F,EACS,
2001,6/30/2001,SMI,8,34.03,120.44,2850,F,EACS,Y
2001,7/8/2001,SMI,8,34.03,120.44,2850,F,EACS,
2001,7/6/2001,SMI,8,34.03,120.44,2850,F,EACS,
2001,7/16/2001,SMI,8,34.03,120.44,2850,F,EACS,Y
2002,5/21/2002,SMI,8,34.03,120.44,2850,F,EACS,
2002,5/25/2002,SMI,8,34.03,120.44,2850,F,EACS,
2002,6/1/2002,SMI,8,34.03,120.44,2850,F,EACS,
2002,6/21/2002,SMI,8,34.03,120.44,2850,F,LTC,
2002,6/24/2002,SMI,8,34.03,120.44,2850,F,EACS,Y
2002,6/25/2002,SMI,8,34.03,120.44,2850,F,EACS,Y
2002,6/26/2002,SMI,8,34.03,120.44,2850,F,EACS,
2002,6/27/2002,SMI,8,34.03,120.44,2850,F,EACS,
2002,6/29/2002,SMI,8,34.03,120.44,2850,F,EACS,Y
2002,7/16/2002,SMI,8,34.03,120.44,2850,F,EACS,
2002,7/17/2002,SMI,8,34.03,120.44,2850,F,EACS,
2002,7/17/2002,SMI,8,34.03,120.44,2850,F,EACS,
2002,7/18/2002,SMI,8,34.03,120.44,2850,F,EACS,
2002,7/19/2002,SMI,8,34.03,120.44,2850,F,EACS,
2001,7/24/2001,ANI,9,37.18,122.4,2850,F,19,
2003,6/21/2003,SMI,8,34.03,120.44,2850,F,EACS,
2003,6/22/2003,SMI,8,34.03,120.44,2850,F,EACS,Y
2003,6/23/2003,SMI,8,34.03,120.44,2850,F,EACS,
2003,6/24/2003,SMI,8,34.03,120.44,2850,F,EACS,Y
2003,6/25/2003,SMI,8,34.03,120.44,2850,F,EACS,Y
2003,6/26/2003,SMI,8,34.03,120.44,2850,F,EACS,Y
2003,6/27/2003,SMI,8,34.03,120.44,2850,F,EACS,
2003,6/9/2003,ANI,9,37.18,122.4,2850,F,17,
2003,6/10/2003,ANI,9,37.18,122.4,2850,F,17,
2003,7/14/2003,SMI,8,34.03,120.44,2850,F,EACS,
2003,7/20/2003,SMI,8,34.03,120.44,2850,F,EACS,Y
2004,5/21/2004,SMI,8,34.03,120.44,2850,F,EAC,
2004,6/7/2004,SMI,8,34.03,120.44,2850,F,EAC,
2004,6/12/2004,SMI,8,34.03,120.44,2850,F,EACS,P
2004,6/13/2004,SMI,8,34.03,120.44,2850,F,EACS,Y
2004,6/15/2004,SMI,8,34.03,120.44,2850,F,MAG,Y
2004,6/17/2004,SMI,8,34.03,120.44,2850,F,EACS,
2004,6/18/2004,SMI,8,34.03,120.44,2850,F,EACS,Y
2004,6/19/2004,SMI,8,34.03,120.44,2850,F,EACS,
2004,6/21/2004,SMI,8,34.03,120.44,2850,F,EACS,
2004,6/23/2004,SMI,8,34.03,120.44,2850,F,EACS,Y
2004,6/28/2004,SMI,8,34.03,120.44,2850,F,EACS,
2004,6/29/2004,SMI,8,34.03,120.44,2850,F,EAC,
2004,6/30/2004,SMI,8,34.03,120.44,2850,F,EACS,Y
2004,7/4/2004,SMI,8,34.03,120.44,2850,F,EACS,Y
2004,7/10/2004,SMI,8,34.03,120.44,2850,F,EAC,Y
2004,7/12/2004,SMI,8,34.03,120.44,2850,F,EACS,
2005,5/26/2005,SMI,8,34.03,120.44,2850,F,EAC,P
2005,6/18/2005,SMI,8,34.03,120.44,2850,F,EAC,Y
2005,6/20/2005,SMI,8,34.03,120.44,2850,F,EACS,
2005,6/21/2005,SMI,8,34.03,120.44,2850,F,EACS,
2005,7/1/2005,SMI,8,34.03,120.44,2850,F,EACS,
2005,7/8/2005,SMI,8,34.03,120.44,2850,F,EACS,Y
2005,7/8/2005,SMI,8,34.03,120.44,2850,F,EACS,
2005,7/23/2005,SMI,8,34.03,120.44,2850,F,EACS,
2005,7/24/2005,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/1/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/2/2006,SMI,8,34.03,120.44,2850,F,EACS,Y
2006,6/3/2006,SMI,8,34.03,120.44,2850,F,EACS,Y
2006,6/4/2006,SMI,8,34.03,120.44,2850,F,EACS,Y
2006,6/6/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/12/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/13/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/14/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/18/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/19/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/27/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/28/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/23/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,7/8/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,7/4/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,6/29/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,7/6/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,7/7/2006,SMI,8,34.03,120.44,2850,F,EACS,
2006,7/13/2006,SMI,8,34.03,120.44,2850,F,EACS,
2007,6/5/2007,SMI,8,34.03,120.44,2850,F,EACS,
2007,6/9/2007,SMI,8,34.03,120.44,2850,F,EACS,
2007,6/15/2007,SMI,8,34.03,120.44,2850,F,LTC,
2007,6/16/2007,SMI,8,34.03,120.44,2850,F,EACS,
2007,6/17/2007,SMI,8,34.03,120.44,2850,F,EACS,Y
2007,6/18/2007,SMI,8,34.03,120.44,2850,F,EACS,
2007,6/19/2007,SMI,8,34.03,120.44,2850,F,EACS,
2007,6/20/2007,SMI,8,34.03,120.44,2850,F,EACS,
2007,6/21/2007,SMI,8,34.03,120.44,2850,F,EACS,
2007,6/24/2007,SMI,8,34.03,120.44,2850,F,EACS,
2007,6/28/2007,SMI,8,34.03,120.44,2850,F,EACS,
2007,6/29/2007,SMI,8,34.03,120.44,2850,F,EACS,Y
2008,5/29/2008,SMI,8,34.03,120.44,2850,F,LTC,
2008,6/5/2008,SMI,8,34.03,120.44,2850,F,EACS,
2008,6/9/2008,SMI,8,34.03,120.44,2850,F,LTC,
2008,6/12/2008,SMI,8,34.03,120.44,2850,F,LTC,
2008,6/13/2008,SMI,8,34.03,120.44,2850,F,LTC,
2008,6/18/2008,SMI,8,34.03,120.44,2850,F,LTC,
2008,7/4/2008,SMI,8,34.03,120.44,2850,F,LTC,
2008,7/15/2008,SMI,8,34.03,120.44,2850,F,LTC,
2008,7/18/2008,SMI,8,34.03,120.44,2850,F,EACS,
98,5/27/1998,SMI,8,34.03,120.44,2853,F,SCV,
97,6/19/1997,SMI,8,34.03,120.44,2853,F,ACV,
2001,5/27/2001,SMI,8,34.03,120.44,2853,F,EACS,
2004,6/17/2004,SMI,8,34.03,120.44,2853,F,MAG,
2005,6/14/2005,SMI,8,34.03,120.44,2853,F,NWC,Y
96,6/6/1996,SMI,8,34.03,120.44,2855,F,CAC,
96,6/10/1996,SMI,8,34.03,120.44,2855,F,EAC,
96,6/30/1996,SMI,8,34.03,120.44,2855,F,EAC,
96,7/22/1996,SMI,8,34.03,120.44,2855,F,EAC,
95,7/26/1995,SMI,8,34.03,120.44,2855,F,WAC,N
97,7/9/1997,SMI,8,34.03,120.44,2855,F,SCV,
97,6/24/1997,SMI,8,34.03,120.44,2855,F,WJR,
97,6/25/1997,SMI,8,34.03,120.44,2855,F,EAC,
98,6/25/1998,SMI,8,34.03,120.44,2855,F,SCV,
98,7/4/1998,SMI,8,34.03,120.44,2855,F,WAC,
99,6/3/1999,SMI,8,34.03,120.44,2855,F,EAC,
99,6/5/1999,SMI,8,34.03,120.44,2855,F,OCV,Y
99,6/9/1999,SMI,8,34.03,120.44,2855,F,OCV,
2000,5/29/2000,SMI,8,34.03,120.44,2855,F,EACS,
2000,6/3/2000,SMI,8,34.03,120.44,2855,F,EACS,
2000,6/3/2000,SMI,8,34.03,120.44,2855,F,EACS,
2000,6/12/2000,SMI,8,34.03,120.44,2855,F,EACS,
2000,6/7/2000,SMI,8,34.03,120.44,2855,F,EACS,Y
2000,6/8/2000,SMI,8,34.03,120.44,2855,F,EACS,Y
2000,6/5/2000,SMI,8,34.03,120.44,2855,F,EACS,
2000,6/11/2000,SMI,8,34.03,120.44,2855,F,EAC,
2000,6/14/2000,SMI,8,34.03,120.44,2855,F,EACS,
2000,6/15/2000,SMI,8,34.03,120.44,2855,F,EACS,
2000,6/16/2000,SMI,8,34.03,120.44,2855,F,EAC,
2000,6/29/2000,SMI,8,34.03,120.44,2855,F,EACS,
2000,7/27/2000,SMI,8,34.03,120.44,2855,F,EACS,
2001,6/6/2001,SMI,8,34.03,120.44,2855,F,EACS,
2002,6/12/2002,SMI,8,34.03,120.44,2855,F,LTC,
2002,6/14/2002,SMI,8,34.03,120.44,2855,F,LTC,Y
2002,6/24/2002,SMI,8,34.03,120.44,2855,F,LTC,Y
2003,5/23/2003,SMI,8,34.03,120.44,2855,F,EACS,J
2003,6/3/2003,SMI,8,34.03,120.44,2855,F,EACS,
2003,6/8/2003,SMI,8,34.03,120.44,2855,F,EACS,J
2003,6/11/2003,SMI,8,34.03,120.44,2855,F,EACS,
2003,6/12/2003,SMI,8,34.03,120.44,2855,F,EACS,P
2003,6/14/2003,SMI,8,34.03,120.44,2855,F,EACS,
2003,6/22/2003,SMI,8,34.03,120.44,2855,F,EACS,
2003,6/27/2003,SMI,8,34.03,120.44,2855,F,EACS,
2003,6/28/2003,SMI,8,34.03,120.44,2855,F,EACS,J
2003,7/14/2003,SMI,8,34.03,120.44,2855,F,EACS,
2004,5/21/2004,SMI,8,34.03,120.44,2855,F,EAC,
2004,6/9/2004,SMI,8,34.03,120.44,2855,F,EACS,Y
2004,6/22/2004,SMI,8,34.03,120.44,2855,F,EACS,
2004,6/30/2004,SMI,8,34.03,120.44,2855,F,EACS,
2004,7/2/2004,SMI,8,34.03,120.44,2855,F,EACS,
2004,7/2/2004,SMI,8,34.03,120.44,2855,F,LNC,
2004,7/3/2004,SMI,8,34.03,120.44,2855,F,EAC,Y
2004,7/7/2004,SMI,8,34.03,120.44,2855,F,EACS,
2004,7/9/2004,SMI,8,34.03,120.44,2855,F,EACS,
2004,7/13/2004,SMI,8,34.03,120.44,2855,F,EACS,
2005,6/20/2005,SMI,8,34.03,120.44,2855,F,EACS,
2005,6/21/2005,SMI,8,34.03,120.44,2855,F,EACS,
2005,6/24/2005,SMI,8,34.03,120.44,2855,F,EACS,Y
2005,7/9/2005,SMI,8,34.03,120.44,2855,F,EACS,
2005,7/15/2005,SMI,8,34.03,120.44,2855,F,EACS,
2005,7/23/2005,SMI,8,34.03,120.44,2855,F,EACS,
2005,8/14/2005,SMI,8,34.03,120.44,2855,F,EACS,
2006,6/7/2006,SMI,8,34.03,120.44,2855,F,EAC,
2006,6/10/2006,SMI,8,34.03,120.44,2855,F,EACS,Y
2006,6/12/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,6/13/2006,SMI,8,34.03,120.44,2855,F,EACS,Y
2006,6/14/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,6/15/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,6/16/2006,SMI,8,34.03,120.44,2855,F,EACS,Y
2006,6/18/2006,SMI,8,34.03,120.44,2855,F,EACS,Y
2006,6/19/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,6/27/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,6/22/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,6/25/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,6/28/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,6/23/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,6/26/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,7/9/2006,SMI,8,34.03,120.44,2855,F,CTB,
2006,7/4/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,7/13/2006,SMI,8,34.03,120.44,2855,F,EACS,
2006,7/17/2006,SMI,8,34.03,120.44,2855,F,EAC,
2007,6/5/2007,SMI,8,34.03,120.44,2855,F,EACS,Y
2007,6/9/2007,SMI,8,34.03,120.44,2855,F,EACS,Y
2007,6/13/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,6/14/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,6/15/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,6/18/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,6/19/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,6/20/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,6/23/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,6/27/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,6/28/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,6/29/2007,SMI,8,34.03,120.44,2855,F,EACS,Y
2007,7/10/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,7/5/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,7/11/2007,SMI,8,34.03,120.44,2855,F,EACS,
2007,7/12/2007,SMI,8,34.03,120.44,2855,F,EACS,Y
2007,6/30/2007,SMI,8,34.03,120.44,2855,F,EACS,
2008,6/11/2008,SMI,8,34.03,120.44,2855,F,EACS,
2008,6/21/2008,SMI,8,34.03,120.44,2855,F,EACS,
2008,7/15/2008,SMI,8,34.03,120.44,2855,F,EACS,
2008,7/30/2008,SMI,8,34.03,120.44,2855,F,EACS,Y
97,5/24/1997,SMI,8,34.03,120.44,2856,F,EAC,
97,5/28/1997,SMI,8,34.03,120.44,2856,F,CWP,
98,6/26/1998,SMI,8,34.03,120.44,2856,F,CTB,
99,5/26/1999,SMI,8,34.03,120.44,2856,F,WTB,
99,6/11/1999,SMI,8,34.03,120.44,2856,F,EJR,
99,6/27/1999,SMI,8,34.03,120.44,2856,F,WJR,
2000,6/1/2000,SMI,8,34.03,120.44,2856,F,EAC,
2000,6/14/2000,SMI,8,34.03,120.44,2856,F,OCV,
2000,6/15/2000,SMI,8,34.03,120.44,2856,F,EACS,
2000,7/8/2000,SMI,8,34.03,120.44,2856,F,WTB,
2000,7/27/2000,SMI,8,34.03,120.44,2856,F,EACS,
2000,8/7/2000,SMI,8,34.03,120.44,2856,F,EAC,
2001,5/27/2001,SMI,8,34.03,120.44,2856,F,WJR,
2001,5/29/2001,SMI,8,34.03,120.44,2856,F,WTB,
2002,6/18/2002,SMI,8,34.03,120.44,2856,F,MAG,Y
2002,6/20/2002,SMI,8,34.03,120.44,2856,F,MAG,Y
2002,6/22/2002,SMI,8,34.03,120.44,2856,F,MAG,Y
2002,6/27/2002,SMI,8,34.03,120.44,2856,F,MAG,Y
2002,7/1/2002,SMI,8,34.03,120.44,2856,F,MAG,Y
2002,7/6/2002,SMI,8,34.03,120.44,2856,F,MAG,Y
2002,7/7/2002,SMI,8,34.03,120.44,2856,F,MAG,Y
2002,7/14/2002,SMI,8,34.03,120.44,2856,F,MAG,
2002,7/24/2002,SMI,8,34.03,120.44,2856,F,MAG,
2003,6/7/2003,SMI,8,34.03,120.44,2856,F,MAG,
2003,6/8/2003,SMI,8,34.03,120.44,2856,F,MAG,Y
2003,6/9/2003,SMI,8,34.03,120.44,2856,F,MAG,
2003,6/26/2003,SMI,8,34.03,120.44,2856,F,MAG,Y
2003,6/28/2003,SMI,8,34.03,120.44,2856,F,MAG,
2003,6/29/2003,SMI,8,34.03,120.44,2856,F,MAG,Y
98,7/20/1998,ANI,9,37.18,122.4,2857,F,,
96,6/30/1996,ANI,9,37.18,122.4,2857,F,,
96,7/3/1996,ANI,9,37.18,122.4,2857,F,,
96,7/7/1996,ANI,9,37.18,122.4,2857,F,,
98,7/10/1998,ANI,9,37.18,122.4,2857,F,,
96,7/16/1996,ANI,9,37.18,122.4,2857,F,,
96,6/14/1996,SMI,8,34.03,120.44,2857,F,CWP,
98,6/19/1998,SMI,8,34.03,120.44,2857,F,SCV,
97,6/23/1997,SMI,8,34.03,120.44,2857,F,EAC,
97,6/23/1997,SMI,8,34.03,120.44,2857,F,WAC,
97,7/15/1997,SMI,8,34.03,120.44,2857,F,ETB,
97,7/15/1997,SMI,8,34.03,120.44,2857,F,EJR,
99,6/2/1999,SMI,8,34.03,120.44,2857,F,WAC,Y
99,6/3/1999,SMI,8,34.03,120.44,2857,F,WAC,Y
99,6/8/1999,SMI,8,34.03,120.44,2857,F,WAC,
99,7/10/1999,SMI,8,34.03,120.44,2857,F,WAC,
2000,6/8/2000,SMI,8,34.03,120.44,2857,F,NWC,
2000,6/14/2000,SMI,8,34.03,120.44,2857,F,NWC,Y
2000,6/15/2000,SMI,8,34.03,120.44,2857,F,NWC,
2000,6/15/2000,SMI,8,34.03,120.44,2857,F,EJR,
2001,6/2/2001,SMI,8,34.03,120.44,2857,F,EAC,
2001,6/18/2001,SMI,8,34.03,120.44,2857,F,NWC,Y
2002,6/4/2002,SMI,8,34.03,120.44,2857,F,WTB,
2002,6/16/2002,SMI,8,34.03,120.44,2857,F,EJR,Y
2002,7/14/2002,SMI,8,34.03,120.44,2857,F,EJR,
2001,5/29/2001,ANI,9,37.18,122.4,2857,F,17,
2001,6/2/2001,ANI,9,37.18,122.4,2857,F,14,
2003,6/5/2003,SMI,8,34.03,120.44,2857,F,EJR,
2003,7/5/2003,SMI,8,34.03,120.44,2857,F,EJR,Y
2005,6/16/2005,SMI,8,34.03,120.44,2857,F,EJR,Y
2006,6/15/2006,SMI,8,34.03,120.44,2857,F,EJR,
2006,7/6/2006,SMI,8,34.03,120.44,2857,F,EJR,
2006,7/11/2006,SMI,8,34.03,120.44,2857,F,EJR,
2007,7/8/2007,SMI,8,34.03,120.44,2857,F,EJR,
2008,6/5/2008,SMI,8,34.03,120.44,2857,F,EJR,
2008,6/7/2008,SMI,8,34.03,120.44,2857,F,EJR,Y
2008,6/20/2008,SMI,8,34.03,120.44,2857,F,EJR,
2008,7/10/2008,SMI,8,34.03,120.44,2857,F,EJR,
95,6/8/1995,SMI,8,34.03,120.44,2859,F,CWP,N
95,6/11/1995,SMI,8,34.03,120.44,2859,F,ACV,N
95,6/30/1995,SMI,8,34.03,120.44,2859,F,LTC,N
95,5/28/1995,SMI,8,34.03,120.44,2859,F,LTC,N
95,5/30/1995,SMI,8,34.03,120.44,2859,F,LTC,N
98,6/12/1998,SMI,8,34.03,120.44,2859,F,CAC,
98,6/13/1998,SMI,8,34.03,120.44,2859,F,CAC,
97,6/16/1997,SMI,8,34.03,120.44,2859,F,LTC,
98,6/17/1998,SMI,8,34.03,120.44,2859,F,EAC,
97,6/24/1997,SMI,8,34.03,120.44,2859,F,EAC,
97,6/29/1997,SMI,8,34.03,120.44,2859,F,EAC,
97,7/9/1997,SMI,8,34.03,120.44,2859,F,EAC,
98,7/15/1998,SMI,8,34.03,120.44,2859,F,WJR,
97,7/19/1997,SMI,8,34.03,120.44,2859,F,EAC,
98,7/19/1998,SMI,8,34.03,120.44,2859,F,WAC,
98,7/23/1998,SMI,8,34.03,120.44,2859,F,EAC,
98,7/24/1998,SMI,8,34.03,120.44,2859,F,EAC,
98,8/1/1998,SMI,8,34.03,120.44,2859,F,EAC,
99,5/26/1999,SMI,8,34.03,120.44,2859,F,EACS,
99,5/28/1999,SMI,8,34.03,120.44,2859,F,EACS,
99,6/19/1999,SMI,8,34.03,120.44,2859,F,WAC,Y
99,6/21/1999,SMI,8,34.03,120.44,2859,F,EACS,
99,7/17/1999,SMI,8,34.03,120.44,2859,F,EACS,
99,7/15/1999,SMI,8,34.03,120.44,2859,F,EACS,
99,7/17/1999,SMI,8,34.03,120.44,2859,F,EACS,
99,7/28/1999,ANI,9,37.18,122.4,2859,F,,
2000,5/30/2000,SMI,8,34.03,120.44,2859,F,WJR,
2000,6/2/2000,SMI,8,34.03,120.44,2859,F,WJR,Y
2000,6/4/2000,SMI,8,34.03,120.44,2859,F,WJR,
2000,6/18/2000,SMI,8,34.03,120.44,2859,F,WJR,Y
2000,6/15/2000,SMI,8,34.03,120.44,2859,F,WJR,Y
2000,6/23/2000,SMI,8,34.03,120.44,2859,F,WJR,
2000,7/12/2000,SMI,8,34.03,120.44,2859,F,WJR,Y
2000,7/8/2000,SMI,8,34.03,120.44,2859,F,WJR,
2001,5/27/2001,SMI,8,34.03,120.44,2859,F,EACS,
2001,5/30/2001,SMI,8,34.03,120.44,2859,F,SSR,
2001,5/24/2001,SMI,8,34.03,120.44,2859,F,EACS,
2001,6/1/2001,SMI,8,34.03,120.44,2859,F,SSR,N
2001,5/31/2001,SMI,8,34.03,120.44,2859,F,SSR,Y
2002,5/22/2002,SMI,8,34.03,120.44,2859,F,EACS,
2002,6/3/2002,SMI,8,34.03,120.44,2859,F,CTB,
2002,6/4/2002,SMI,8,34.03,120.44,2859,F,EACS,P
2002,6/10/2002,SMI,8,34.03,120.44,2859,F,OCV,
2002,6/12/2002,SMI,8,34.03,120.44,2859,F,LTC,
2002,6/16/2002,SMI,8,34.03,120.44,2859,F,EACS,
2002,6/24/2002,SMI,8,34.03,120.44,2859,F,EACS,
2002,7/7/2002,SMI,8,34.03,120.44,2859,F,EACS,
2003,6/1/2003,SMI,8,34.03,120.44,2859,F,EACS,
2003,6/4/2003,SMI,8,34.03,120.44,2859,F,EACS,P
2003,6/4/2003,SMI,8,34.03,120.44,2859,F,OCV,
2003,6/5/2003,SMI,8,34.03,120.44,2859,F,WSR,Y
2003,6/8/2003,SMI,8,34.03,120.44,2859,F,WSR,Y
2003,6/26/2003,SMI,8,34.03,120.44,2859,F,WSR,Y
2004,5/22/2004,SMI,8,34.03,120.44,2859,F,EAC,
2004,6/3/2004,SMI,8,34.03,120.44,2859,F,LTC,
2004,6/7/2004,SMI,8,34.03,120.44,2859,F,EAC,
2004,6/7/2004,SMI,8,34.03,120.44,2859,F,EAC,
2004,6/15/2004,SMI,8,34.03,120.44,2859,F,MAG,
2004,6/22/2004,SMI,8,34.03,120.44,2859,F,OCV,
2004,6/25/2004,SMI,8,34.03,120.44,2859,F,WJR,
2004,6/27/2004,SMI,8,34.03,120.44,2859,F,WJR,
2004,7/6/2004,SMI,8,34.03,120.44,2859,F,LTC,
2005,6/19/2005,SMI,8,34.03,120.44,2859,F,LTC,
2005,6/26/2005,SMI,8,34.03,120.44,2859,F,LTC,
2005,7/9/2005,SMI,8,34.03,120.44,2859,F,LNC,
2005,7/10/2005,SMI,8,34.03,120.44,2859,F,LNC,
2005,7/14/2005,SMI,8,34.03,120.44,2859,F,LNC,
2005,7/17/2005,SMI,8,34.03,120.44,2859,F,LNC,
2005,7/18/2005,SMI,8,34.03,120.44,2859,F,LTC,
2006,6/4/2006,SMI,8,34.03,120.44,2859,F,MAG,Y
2007,6/10/2007,SMI,8,34.03,120.44,2859,F,MAG,
2007,6/23/2007,SMI,8,34.03,120.44,2859,F,MAG,
2007,6/29/2007,SMI,8,34.03,120.44,2859,F,MAG,
2007,7/9/2007,SMI,8,34.03,120.44,2859,F,MAG,Y
2008,5/31/2008,SMI,8,34.03,120.44,2859,F,EACS,
2008,6/1/2008,SMI,8,34.03,120.44,2859,F,EACS,P
2008,6/18/2008,SMI,8,34.03,120.44,2859,F,MAG,
2008,7/10/2008,SMI,8,34.03,120.44,2859,F,MAG,
2008,7/18/2008,SMI,8,34.03,120.44,2859,F,MAG,
98,7/13/1998,ANI,9,37.18,122.4,2861,F,,
98,7/21/1998,FAR,10,37.72,123.02,2861,F,BP,
96,7/15/1996,SMI,8,34.03,120.44,2861,F,EJR,
97,6/1/1997,SMI,8,34.03,120.44,2861,F,WAC,
99,6/4/1999,SMI,8,34.03,120.44,2861,F,WAC,
99,6/19/1999,SMI,8,34.03,120.44,2861,F,NWC,
99,7/22/1999,SMI,8,34.03,120.44,2861,F,SSR,
2000,6/16/2000,SMI,8,34.03,120.44,2861,F,NWC,Y
2000,7/27/2000,SMI,8,34.03,120.44,2861,F,NWP,
2001,6/3/2001,SMI,8,34.03,120.44,2861,F,WAC,
2001,5/23/2001,SMI,8,34.03,120.44,2861,F,EAC,
2002,7/16/2002,SMI,8,34.03,120.44,2861,F,NWP,
95,6/8/1995,SMI,8,34.03,120.44,2862,F,CWP,N
2002,7/23/2002,SMI,8,34.03,120.44,2862,F,WSR,
